id,name,quantity,unit,price,clubcard_price,reduction_percent,absolute_savings
211,St.Ewe Rich Yolk Free Range Eggs,6.0,pack,2.5,2.25,10.0,0.25
1055,Tesco Finest Spanish Spicy Chorizo Ring,225.0,g,2.5,2.25,10.0,0.25
1427,Violife Epic Cheddar Cheese Alternative,200.0,g,2.75,,0.0,0.0
1432,Tesco Pineapple Chunks,300.0,g,2.4,,0.0,0.0
2170,Tesco Calorie Controlled Tomato & Basil Chicken,380.0,g,3.3,,0.0,0.0
1430,Tesco Spaghetti & Meatballs,400.0,g,3.3,,0.0,0.0
2171,Barr Irn Bru,500.0,m,1.25,,0.0,0.0
1454,Tesco Finest Dry Cured Pancetta,22.0,rashers 180g,3.5,,0.0,0.0
1428,Tesco Watermelon Wedges,550.0,g,3.0,,0.0,0.0
1426,Yeo Valley Organic Natural Yogurt,4110.0,g,2.5,,0.0,0.0
1433,Free From Violife Cream Cheese Alternative,200.0,g,2.75,,0.0,0.0
1425,Tesco Italian Salami Selection Platter,120.0,g,3.0,,0.0,0.0
1424,Nomadic Oats Chocolate & Natural Yogurt,169.0,g,1.55,,0.0,0.0
2159,Tesco Pork Fillet Medallions,300.0,g,3.85,,0.0,0.0
2158,Muller Light Banana Custard Yogurt,160.0,g,0.9,,0.0,0.0
2172,Tesco Mixed Berries,25.0,g,0.7,,0.0,0.0
1422,Arla LactoFREE Long Life Whole Milk Drink,1.0,l,2.0,,0.0,0.0
1421,Tesco Apple Lattice Pie,500.0,g,3.85,,0.0,0.0
2169,Tesco Finest 6 Pigs In Blankets Y/Shir Puddings,180.0,g,5.5,,0.0,0.0
1446,Nestle Ski Lemon Meringue Mousse,4.0,x60g,1.25,,0.0,0.0
1447,Appeteasers Provence Mix,100.0,g,1.85,,0.0,0.0
1434,Yeo Valley Honey Greek Style Yogurt,450.0,g,2.15,,0.0,0.0
1445,Tropicana Orange Juice Smooth,4.0,x 250ml,3.95,,0.0,0.0
1443,Yeo Valley Organic Half Fat Creme Fraiche,200.0,g,1.45,,0.0,0.0
2165,San Pellegrino Sparkling Natural Mineral Water,500.0,ml,1.35,,0.0,0.0
1440,Tesco Imperator Carrot,450.0,g,1.8,,0.0,0.0
2166,innocent Pineapples Bananas & Coconuts Smoothie,750.0,ml,3.5,,0.0,0.0
2164,Tesco Boneless Haddock Fillets,280.0,g,5.4,,0.0,0.0
1439,Arla LactoFREE Mature Cheddar Grated Cheese,200.0,g,2.5,,0.0,0.0
1449,Don Simon Pineapple & Coconut Juice Drink,1.5,ltr,1.25,,0.0,0.0
1420,Tesco Sticky Toffee Pudding,400.0,g,4.0,,0.0,0.0
1450,Tesco Organic Leeks,400.0,g,2.0,,0.0,0.0
2167,Innocent Energise Super Smoothie,300.0,ml,2.5,,0.0,0.0
1451,Tesco Cashew Nuts Snack Pack,60.0,g,1.0,,0.0,0.0
2163,Tesco Calorie Controlled Chicken Roast Dinner,380.0,g,3.3,,0.0,0.0
1436,The Real Yorkshire Pudding Co. 4 Large Gluten Free Yorkshire Puddings,160.0,g,2.25,,0.0,0.0
2161,Tesco White Small Roses Flowers Bouquet,,,3.0,,0.0,0.0
2168,Tesco Chicken Triple Sandwich,,,3.25,,0.0,0.0
1435,Tesco Whole Turkey Medium,,kg,29.95,,0.0,0.0
1438,Mattessons Smoked Pork Sausages Reduced Fat,160.0,g,2.25,,0.0,0.0
1414,Tesco British Pork Sliced Liver,,kg,1.58,,0.0,0.0
1419,Tesco Flaked Almonds,250.0,g,3.9,,0.0,0.0
2173,Tesco Eddoes,,,0.28,,0.0,0.0
1390,Applewood Slices,160.0,g,2.95,,0.0,0.0
2176,Tesco Finest Salt Aged Crackling Pork Loin Joint,,,8.56,,0.0,0.0
1388,Tesco Finest Pork Loin Steaks,400.0,g,5.25,,0.0,0.0
2177,Starbucks Caramel Macchiato Iced Coffee,220.0,ml,2.2,,0.0,0.0
1387,Tesco Spinach & Ricotta Cannelloni,400.0,g,3.3,,0.0,0.0
2178,Charlie Bigham's Chicken Tikka Masala,403.0,g,6.0,,0.0,0.0
1385,Tesco Roquefort Cheese,100.0,g,2.5,,0.0,0.0
2179,Tesco Finest Sweetcure Smoked Mackerel Fillets,160.0,g,4.4,,0.0,0.0
1383,Tesco Chicken & Bacon Pasta Bake,750.0,g,4.25,,0.0,0.0
2180,Tesco Sweet & Sour Chicken Meal For One,500.0,g,4.3,,0.0,0.0
1382,Tesco Finest Wensleydale Cheese Cranberries & Blueberry,200.0,g,3.2,,0.0,0.0
2181,Tesco Indian Tarka Dahl,300.0,g,2.4,,0.0,0.0
1381,Ramona's Heavenly Houmous Original,500.0,g,3.5,,0.0,0.0
2182,Wasabi Sweet Chilli Chicken Yakisoba Noodles,450.0,g,4.8,,0.0,0.0
1379,Tesco Finest British Cornfed Free Range Whole Chicken,12.3,kg,6.2,,0.0,0.0
1378,Tesco Pure Exotic Juice,1.0,litre,1.35,,0.0,0.0
1377,Cricket St Thomas British Camembert Cheese,220.0,g,2.75,,0.0,0.0
1376,Tesco Finest 12 Duck Selection,204.0,g,4.5,,0.0,0.0
1375,Actiph Alkaline Ionised Water,600.0,ml,1.4,,0.0,0.0
1374,Yazoo Chilled Banana Flavour Milkshake,400.0,ml,1.5,,0.0,0.0
1373,Muller Bliss Mascarpone Cherry Yogurts,4110.0,g,3.0,,0.0,0.0
1372,Copella Apple Juice,900.0,ml,2.5,,0.0,0.0
1371,New Covent Garden Soup Co Mushroom Soup,560.0,g,2.2,,0.0,0.0
1391,Tesco Finest Unsmoked 6 Dry Cure Thick Cut Bacon,240.0,g,3.5,,0.0,0.0
1392,Mexicana Hot Cheddar Cheese Slices,160.0,g,2.95,,0.0,0.0
1393,Tesco Italian Inspired Smoked Selection,120.0,g,3.0,,0.0,0.0
1407,Oatly Vanilla Custard 250Ml,250.0,ml,1.3,,0.0,0.0
1417,Tesco Meat & Vegetable Beef Mince 500G,500.0,g,2.85,,0.0,0.0
1416,Tesco Pink Grapefruit Juice 1 Litre,1.0,l,1.35,,0.0,0.0
1415,Tesco Finest Snowball Melon,1.0,each,2.5,,0.0,0.0
2155,Tesco Finest Red Leicester Bite With Garlic & Black Pepper,150.0,g,3.65,,0.0,0.0
1413,Tesco Mushroom Pate 100G,100.0,g,1.5,,0.0,0.0
1412,Rustlers Hot Dog 146G,146.0,g,1.5,,0.0,0.0
1411,Tesco Finest Jersey Whole Milk 1L,1.0,l,1.35,,0.0,0.0
1410,Tesco Medium Pot Rosemary Each,1.0,each,1.5,,0.0,0.0
1409,Wall's Vegan Jumbo Roll 120G,120.0,g,1.25,,0.0,0.0
1408,Vintage Red Fox Cheese 200G,200.0,g,3.0,,0.0,0.0
1406,Actimel Kids Strawberry & Banana Lunchbox Yoghurt Drink Multipack 4x100g,4.0,x 100g,2.0,,0.0,0.0
2175,Tesco Finest 30-Day Matured Sirloin Wing Rib,,,75.0,,0.0,0.0
1405,Tesco Chicken & Gravy Shortcrust Pie 200G,200.0,g,1.85,,0.0,0.0
1404,Tesco British Double Cream 150Ml,150.0,ml,1.0,,0.0,0.0
1403,Tesco Seasoned Roast Potatoes 800G,800.0,g,2.25,,0.0,0.0
1402,"Tesco Apple, Lemon & Ginger Juice 1L",1.0,l,2.0,,0.0,0.0
1401,Philadelphia Garlic & Herbs Soft Cream Cheese 280G,280.0,g,3.25,,0.0,0.0
1400,Oatly Chocolate Oat Long Life Drink 1L,1.0,l,1.9,,0.0,0.0
1399,Tesco Greek Style Coconut Yogurt 450G,450.0,g,1.6,,0.0,0.0
2174,Tesco Finest 30-Day Matured Chateaubriand,0.61,,50.0,,0.0,0.0
1397,Happy Monkey Smoothies Orange & Mango 4 x 180ml,4.0,x 180ml,2.3,,0.0,0.0
1396,Tesco Finest Vintage Cheddar 200G,200.0,g,3.0,,0.0,0.0
1455,Finne Brogue 6 Naked Unsmoked Back Bacon,200.0,g,3.6,,0.0,0.0
1993,Vita Coco Natural Coconut Water,1.0,l,4.0,,0.0,0.0
2154,Tesco Greek Salad,185.0,g,2.75,,0.0,0.0
1520,Cathedral City Mild Cheddar Cheese 550G,550.0,g,5.4,,0.0,0.0
2133,Tesco Finest 30-Day Matured Beef Wellington,,kg,54.0,,0.0,0.0
1531,Highland Game Venison Grill Steaks 300G,300.0,g,3.0,,0.0,0.0
1530,Tesco Melon Medley 300G,300.0,g,2.4,,0.0,0.0
1529,Arla Protein Chocolate Flavour Pudding 200g,200.0,g,1.75,,0.0,0.0
1527,Najma Halal Wafer Thin Turkey 125G,125.0,g,2.7,,0.0,0.0
1526,Tesco Finest Spinach Pinenut Pasta 215G,215.0,g,2.75,,0.0,0.0
1524,Rustlers Double Decker Cheese Burger 237G,237.0,g,2.9,,0.0,0.0
1523,Tesco Finest Smoked Pancetta Slices 110G,110.0,g,2.95,,0.0,0.0
2135,Higgidy Roasted Sweet Potato & Feta Pie,270.0,g,4.3,,0.0,0.0
1522,Nomadic Strawberry Oat Clusters Low Fat Yogurt 169G,169.0,g,1.55,,0.0,0.0
1521,Califia Farms Oat Barista Long Life Dairy Free Drink 1L,1.0,l,2.1,,0.0,0.0
1519,Tesco Room To Roam Large British Whole Chicken 1.4Kg-1.8Kg,,kg,8.4,,0.0,0.0
2153,Tesco Finest Cheddar Mozzarella & Chorizo Bake,150.0,g,3.65,,0.0,0.0
1518,Tesco 2 Lamb Rump Steaks 300G,2.0,steaks,5.9,,0.0,0.0
1517,Tesco Potatoes With Garlic Butter 360G,360.0,g,0.93,,0.0,0.0
1516,Tesco German Smoked Ham 130G,130.0,g,1.51,,0.0,0.0
1515,Tesco Thai Lemon Grass Minimum 2 Stems,2.0,stems,0.52,,0.0,0.0
1514,Tesco Calorie Controlled Cod Mornay With Mash & Peas,380.0,g,3.3,,0.0,0.0
2136,Huel Ready-to-drink Complete Meal Chocolate,500.0,ml,3.5,,0.0,0.0
1512,Delamere Dairy Sterilised Longlife Whole Milk,1.0,litre,1.2,,0.0,0.0
1511,Muller Bliss Mascarpone Peach & Apricot Yogurts,4110.0,g,3.0,,0.0,0.0
1510,Alpro Soya Chilled Dairy Free Alternative to Cream,250.0,ml,1.25,,0.0,0.0
1509,New Covent Garden Lentil & Smoked Bacon Soup,560.0,g,2.2,,0.0,0.0
1508,Paw Patrol Slices,100.0,g,1.25,,0.0,0.0
1533,Tesco 2 Jam Sponge Puddings 220G,2.0,puddings,2.75,,0.0,0.0
2132,Tesco Lamb Whole Shoulder Joint,1.4,kg,17.36,,0.0,0.0
1535,Tesco Finest Comte Aop 180G,180.0,g,3.65,,0.0,0.0
2131,Tesco Finest Dine In Salted Caramel Profiteroles,6.0,pk,3.5,,0.0,0.0
1558,Tesco Family Cheese Selection,400.0,g,5.5,,0.0,0.0
1557,Tesco Finest British Cornfed Free Range Thigh & Drumsticks,1.0,kg,6.05,,0.0,0.0
2123,Delicious Desserts Sticky Toffee Eclair,2.0,pack,2.5,,0.0,0.0
2124,Ginster Pasty Bombay Potato & Spinach,180.0,g,1.95,,0.0,0.0
2125,Shepherds Purse Harrogate Blue,100.0,g,2.75,,0.0,0.0
1555,Tesco Reduced Fat 10 Salami Slices,100.0,g,1.1,,0.0,0.0
1554,Tesco Chicken & Gravy Shortcrust Pastry Pie,500.0,g,4.0,,0.0,0.0
2126,innocent Smoothie Strawberries Pineapples & Apples,750.0,ml,3.5,,0.0,0.0
1553,Counter Old Amsterdam Mature Gouda Cheese,150.0,g,3.0,,0.0,0.0
1551,Walkers Max Punchy Paprika Grab Bag Crisps,50.0,g,1.0,,0.0,0.0
1549,Tesco British Single Cream,150.0,ml,0.8,,0.0,0.0
1547,Arla LactoFREE Soft Cheese,200.0,g,1.75,,0.0,0.0
1545,Crisp N' Dry Solid Block,250.0,g,1.25,,0.0,0.0
1544,Kinder Milk Slice Milk And Honey,328.0,g,1.15,,0.0,0.0
1543,Tesco Steak Puff Pastry Pie,500.0,g,4.0,,0.0,0.0
2127,Tesco Lactose Free Greek Yogurt,400.0,g,1.6,,0.0,0.0
2128,Tesco Cocktail Sausages & Ketchup Dip,98.0,g,1.3,,0.0,0.0
1541,Tesco Organic Curly Kale,200.0,g,1.85,,0.0,0.0
1540,Pukka Vegan Minced Beef & Onion Pie,,,2.0,,0.0,0.0
2129,Walkers Monster Munch Pickled Onion Crisps,40.0,g,1.0,,0.0,0.0
2130,Gressingham Duck Breast Fillets,397.0,g,8.0,,0.0,0.0
1538,Primula Cheese & Prawn Tube 140G,140.0,g,2.0,,0.0,0.0
1537,Woodside Farms Pork Loin Steaks 720G,720.0,g,4.31,,0.0,0.0
1507,Tesco Vegetable & Sundried Tomato Quiche,400.0,g,1.99,,0.0,0.0
1506,Tesco Prunes,250.0,g,2.0,,0.0,0.0
1504,Tesco Coriander Medium Pot,,,1.5,,0.0,0.0
1482,Tesco Potato Wedges,500.0,g,1.5,,0.0,0.0
1480,Tesco Bubble & Squeak Mash,350.0,g,1.5,,0.0,0.0
1479,Tesco 10 Green Breaded Jalapeno,200.0,g,3.5,,0.0,0.0
1478,Tesco High Protein Fromage Frais,500.0,g,1.4,,0.0,0.0
1477,Tesco Roasted Monkey Nuts,250.0,g,1.25,,0.0,0.0
1476,Tesco Mozzarella For Pizza,250.0,g,2.35,,0.0,0.0
1475,Tesco Plant Chef 2 Meat Free Burgers,226.0,g,2.0,,0.0,0.0
1474,Tesco Pomegranate,250.0,g,2.6,,0.0,0.0
1473,Pork Farms 4 Mini Pork Pies,4.0,,1.9,,0.0,0.0
1472,Tesco Finest Free Range Bronze Turkey Crown Medium,22.99,kg,53.82,,0.0,0.0
1471,Tesco Parmentier Potatoes,400.0,g,2.0,,0.0,0.0
1470,Tesco Finest 2 Scotch Eggs,260.0,g,2.75,,0.0,0.0
1469,Yeo Valley Organic Fruity Favourites Yogurt,4.0,x110g,2.5,,0.0,0.0
1468,Jus-Rol Shortcrust Block,500.0,g,1.6,,0.0,0.0
1467,Cully&Sully Smoked Haddock&Salmon Chowder,400.0,g,2.3,,0.0,0.0
2149,Tesco 4 Boneless Salmon Fillets,520.0,g,9.7,,0.0,0.0
1466,Tesco 4 Cheese & Onion Pasties,520.0,g,2.4,,0.0,0.0
1465,Oatly Skinny Oat Chilled Drink,1.0,l,2.2,,0.0,0.0
2150,Tesco Reduced Fat 3 Houmous Stacker,180.0,g,2.0,,0.0,0.0
2152,Walls 8 Thick Pork Sausages,410.0,g,2.75,,0.0,0.0
1461,Tesco 8 Gouda & Chorizo Rollitos,88.0,g,3.0,,0.0,0.0
1460,Tesco Syrup Sponge Puddings,2.0,x 110g,2.75,,0.0,0.0
1370,New Covent Garden Soup Co Potato & Leek Soup,560.0,g,2.2,,0.0,0.0
1457,Tesco Cholesterol Reducing Blueberry Yogurt Drink,6.0,x100g,2.5,,0.0,0.0
1481,Tesco Crustless Cheddar & Bacon Quiche,340.0,g,1.99,,0.0,0.0
1483,Tesco Large Spring Onions Bunched,130.0,g,1.0,,0.0,0.0
1503,Laughing Cow Lightest Cheese Spread Triangles,8.0,133g,1.95,,0.0,0.0
1484,Tesco Free From Apricot & Banana Soya Yogurt,4.0,x90g,1.15,,0.0,0.0
2137,"Tesco Finest Nduja, Mascarpone, Red Onion Ravioli",250.0,g,3.25,,0.0,0.0
1502,Graham's Gold Jersey Milk,1.0,litre,1.65,,0.0,0.0
1501,Tesco Organic Beef Steak Mince 15% Fat,500.0,g,5.25,,0.0,0.0
2138,Najma Halal Spicy Breaded Chicken Fillets,300.0,g,3.8,,0.0,0.0
2139,Tesco Lamb Whole Shoulder Joint,1.4,kg,17.36,,0.0,0.0
2140,Tesco Finest 30-Day Matured Beef Wellington,,kg,54.0,,0.0,0.0
1498,Alpro Soya Chocolate Longlife Drink Alternative,1.0,litre,2.0,,0.0,0.0
1497,Yamas Authentic Greek Feta Pdo,150.0,g,2.0,,0.0,0.0
1496,Tesco Macaroni Cheese,750.0,g,4.25,,0.0,0.0
2141,Tesco Finest Slow Cooked Whole Lamb Shoulder,1.78,kg,25.0,,0.0,0.0
2142,Higgidy Roasted Sweet Potato & Feta Pie,270.0,g,4.3,,0.0,0.0
1494,Applewood Vegan Smoky Cheese Alternative,200.0,g,2.4,,0.0,0.0
1493,Pizza Express Ready Rolled Pizza Dough,400.0,g,2.4,,0.0,0.0
1492,Alpro Greek Style Mango Dairy Free Yoghurt Alternative,150.0,g,1.2,,0.0,0.0
2143,Huel Ready-to-drink Complete Meal Chocolate,500.0,ml,3.5,,0.0,0.0
1489,Tesco Cheddar With Chillies,200.0,g,2.8,,0.0,0.0
2144,"Tesco Finest Nduja, Mascarpone, Red Onion Ravioli",250.0,g,3.25,,0.0,0.0
1488,Tesco Finest 4 Vintage Cheddar & Caramelised Onion Rolls,188.0,g,2.95,,0.0,0.0
2145,Najma Halal Spicy Breaded Chicken Fillets,300.0,g,3.8,,0.0,0.0
1487,Koko Dairy Free Original Plus Calcium Longlife Drink,1.0,l,1.8,,0.0,0.0
2146,Tesco Millionaires Cheesecake,3100.0,g,2.5,,0.0,0.0
2147,Wasabi Chicken Katsu Curry With Rice,450.0,g,4.8,,0.0,0.0
2148,"Tesco Finest Beef, Chorizo Chilli & Rice",400.0,g,4.5,,0.0,0.0
1458,Tesco Pouring Brandy Cream,250.0,ml,2.5,,0.0,0.0
1366,The Laughing Cow Cheese Dip & Crunch Spread,140.0,g,1.6,,0.0,0.0
1369,Tesco Spaghetti,300.0,g,1.35,,0.0,0.0
1252,Tesco Diced Root Vegetables,720.0,g,1.55,,0.0,0.0
1250,Tesco Pork Ribs,700.0,g,5.5,,0.0,0.0
1249,Coconut Collaborative Dairy Free Natural Coconut Yogurt,350.0,g,2.5,,0.0,0.0
2232,Yeo Valley Organic Cream Of Vegetable Soup,400.0,g,2.25,,0.0,0.0
1248,Tesco Mediterranean Inspired Platter,230.0,g,3.0,,0.0,0.0
1246,Quorn Mozzarella & Pesto Escalope,240.0,g,3.0,,0.0,0.0
1245,Tesco Peach & Apricot Yogurt Drink,6.0,x100g,1.9,,0.0,0.0
1244,Actimel Blueberry Immunity Live Yoghurt Drink Multipack,8.0,x100g,3.75,,0.0,0.0
1243,Tesco Tiramisu,2.0,x85g,2.1,,0.0,0.0
1242,Actimel Raspberry Fat Free Immunity Live Yoghurt Drink Multipack,8.0,x100g,3.75,,0.0,0.0
1241,Sabra Houmous Extra,200.0,g,2.5,,0.0,0.0
2234,Yeo Valley Organic Leek Potato Cheddar Soup,400.0,g,2.25,,0.0,0.0
2235,Ribena Blackcurrant Bottle 500 M,500.0,ml,1.55,,0.0,0.0
2236,Kettle Chips Sea Salt & Balsamic Vinegar Crisps 40 G,40.0,g,1.0,,0.0,0.0
1240,Tesco Cholesterol Reducing Apricot Peach Yogurt Drink,6.0,x100g,2.5,,0.0,0.0
1239,Tesco Strawberry Cheesecake,3.0,x 100g,2.5,,0.0,0.0
2237,Tesco 2 Baking Sweet Potatoes,2.0,,1.6,,0.0,0.0
2238,New Tahira Chicken Mortadella Paprika 200G,200.0,g,1.2,,0.0,0.0
1237,Tesco Mozzarella Slices,250.0,g,2.75,,0.0,0.0
2239,Tesco 6 Boneless Salmon Fillets 780G,6.0,,14.0,,0.0,0.0
2240,Ginsters Chicken & Bacon Pasty 180G,180.0,g,1.95,,0.0,0.0
2241,Tesco Fruity Granola Shot 25G,25.0,g,0.7,,0.0,0.0
1234,Creamfields Greek Style Salad Cheese,200.0,g,0.89,,0.0,0.0
1233,Tesco Cashew Nuts,25.0,g,0.7,,0.0,0.0
1251,Mattessons Smoked Pork Sausage Original,160.0,g,2.25,,0.0,0.0
2231,Alpro Soya Chocolate Chilled Dairy Free Drink,1.0,litre,2.0,,0.0,0.0
2221,Arctic Coffee Caramel Latte,330.0,ml,1.15,,0.0,0.0
2230,Juice Burst Apple Juice,500.0,ml,1.95,,0.0,0.0
1271,Minor Figures Barista Oat Drink,1.0,litre,2.0,,0.0,0.0
2222,Chocomel Chocolate Flavoured Milk Drink,250.0,ml,1.7,,0.0,0.0
1270,Annabel Karmel Chicken Tikka & Rice Ready Meal,200.0,g,2.85,,0.0,0.0
1269,Davidstow Classic Mature Cornish Cheddar Cheese,350.0,g,4.75,,0.0,0.0
2223,Muller Corner Vanilla Yogurt with Milk Chocolste Digestive,124.0,g,0.9,,0.0,0.0
2224,Tesco Calorie Controlled Mushroom Risotto,380.0,g,3.3,,0.0,0.0
1268,Président Squirty Spray Cream,250.0,g,2.4,,0.0,0.0
2225,The Coconut Collaborative Dairy Free Raspberry Coconut Yogurt,350.0,g,2.75,,0.0,0.0
1267,Tesco Finest Sweet & Sour Chicken & Egg Fried Rice,400.0,g,4.5,,0.0,0.0
1266,Alpro Oat Growing Up Long Life Dairy Free Drink,1.0,litre,2.0,,0.0,0.0
1265,Tesco Finest Dry Cure Bacon Lardons,180.0,g,3.65,,0.0,0.0
1264,Tesco Stuffed Peppers,320.0,g,2.0,,0.0,0.0
1263,Tesco Pork Fillet,,,3.3,,0.0,0.0
1262,Tesco 2 Skinless Smoked Basa Fillets,240.0,g,2.7,,0.0,0.0
1261,Tesco No Added Sugar Cranberry Raspberry Juice Drink,1.0,litre,1.35,,0.0,0.0
2226,Rustlers Meatless Maverik Classic Burger,196.0,g,2.0,,0.0,0.0
1259,Tesco Coconut Drink,1.0,litre,1.25,,0.0,0.0
2227,Tesco Pecan Nuts,100.0,g,2.4,,0.0,0.0
2228,Noel Sliced Tapas Selection,120.0,g,3.0,,0.0,0.0
1258,Taste Original Chicken Satay Snack,40.0,g,1.3,,0.0,0.0
2229,Tesco Finest 2 Soft Set Scotch Eggs,260.0,g,3.75,,0.0,0.0
1256,Tesco Sliced Greens,300.0,g,1.75,,0.0,0.0
1255,Pukka Vegan Chicken & Mushroom Pie,,,2.0,,0.0,0.0
2242,Tesco Smoked Salmon Sushi Snack 57G,57.0,g,1.3,,0.0,0.0
1232,Président Emmental Cheese Block,200.0,g,2.25,,0.0,0.0
1231,Tesco 100% Pressed Forest Fruits Juice,1.0,litre,2.0,,0.0,0.0
1230,"innocent Kids Smoothies Cherries, Strawberries & Apples",4.0,x 150ml,3.6,,0.0,0.0
2244,Charlie Bigham's Macaroni Cheese 340G,340.0,g,6.0,,0.0,0.0
1204,Tesco Sliced Spring Greens,200.0,g,1.25,,0.0,0.0
1203,Tesco 2 Chicken & Mushroom Slices,300.0,g,2.0,,0.0,0.0
2245,Ufit Pro50 Protein Drink Strawberry 500Ml,500.0,ml,3.0,,0.0,0.0
1201,Tesco Organic Bunched Carrots,400.0,g,1.8,,0.0,0.0
2246,Tesco Finest Aop Epoisses Cheese 125 G,125.0,g,3.65,,0.0,0.0
1199,Ski Strawberry Mousse,4.0,x60g,1.25,,0.0,0.0
1198,Tesco Finest Portobello Vitamin D Mushrooms,150.0,g,1.3,,0.0,0.0
1197,Tesco Roast Beef Dinner,400.0,g,3.95,,0.0,0.0
1196,Tesco 2 Pork & Egg Gala Pork Pie Slices,250.0,g,2.75,,0.0,0.0
1195,TESCO FINEST DIANE SAUCE,180.0,g,1.8,,0.0,0.0
2247,Huel Ready-to-drink Complete Meal Vanilla 500ml,500.0,ml,3.5,,0.0,0.0
2248,Tesco Organic Mixed Nuts 200G,200.0,g,3.3,,0.0,0.0
2249,Tesco Finest Nduja 70G,70.0,g,2.95,,0.0,0.0
1191,TESCO FINEST PARSLEY SAUCE,180.0,g,1.8,,0.0,0.0
1190,Tesco 2 Custard Slices,2.0,,1.75,,0.0,0.0
1189,Simon Howie Drycure Smoked Back Bacon,220.0,g,3.0,,0.0,0.0
2252,Mowi 4 Smoked Scottish Salmon Slices 100G,4.0,,5.5,,0.0,0.0
2253,Tesco Red & Orange Roses Flowers Bouquet,,,5.0,,0.0,0.0
1187,Tesco 2 Cream Slices,2.0,,1.75,,0.0,0.0
2255,Tesco Honey & Mustard Chicken Pasta 300G,300.0,g,2.85,,0.0,0.0
1186,TESCO FINEST PEPPERCORN SAUCE,180.0,g,1.8,,0.0,0.0
2257,Dickinson & Morris Melton Mowbray Pork Pie 145G,145.0,g,2.0,,0.0,0.0
1205,Tesco Organic Seasonal Apples,,,2.4,,0.0,0.0
1206,Tesco Crunchy Coleslaw Mix,300.0,g,1.25,,0.0,0.0
1207,Tesco Creamy Mustard Chicken With Potato & Onion Hash,400.0,g,3.25,,0.0,0.0
1219,Yeo Valley Organic Fresh Whole Milk,2.0,l,2.75,,0.0,0.0
1229,Jaffa Seedless Lemons,4.0,pack,1.6,,0.0,0.0
1228,Milkybar Milk Slices,4.0,x26g,1.4,,0.0,0.0
1227,Tesco Finest Rosanna Pink Onions,3.0,pack,1.35,,0.0,0.0
1226,The Collective Suckies Banana Yogurt,90.0,g,0.95,,0.0,0.0
1225,Tesco Meat & Cheese Snacking Selection,105.0,g,3.0,,0.0,0.0
1224,Tesco Organic Tenderstem Broccoli,200.0,g,2.5,,0.0,0.0
1223,Tesco Finest Camembert D'isigny,250.0,g,3.2,,0.0,0.0
1222,Yeo Valley Strawberry Yogurt,450.0,g,2.25,,0.0,0.0
1221,Tesco Naan Breads,320.0,g,1.85,,0.0,0.0
1220,Arla Skyr Vanilla Icelandic Style Yogurt,450.0,g,2.25,,0.0,0.0
1218,Tesco Pepperoni Pasta Bake,400.0,g,3.3,,0.0,0.0
1208,Eastmans Minced Beef & Onion Pasty,150.0,g,0.52,,0.0,0.0
1217,Yeo Valley Organic Semi-Skimmed Fresh Milk,2.0,l,2.75,,0.0,0.0
2243,Tesco Finest Aged Blue Stilton 1kg (Serves approx 33),1.0,kg,13.0,,0.0,0.0
1216,Two Chicks Liquid Egg Whites,500.0,ml,3.3,,0.0,0.0
1215,Porky Whites 6 Surreys Premium British Pork Sausages,400.0,g,3.5,,0.0,0.0
1214,Cathedral City Plant Based Mature Cheddar Cheese Flavour Vegan Block,280.0,g,3.6,,0.0,0.0
1213,Tesco Party Salad,455.0,g,3.0,,0.0,0.0
1212,Mexicana Original Hot Cheddar Cheese Chilli,200.0,g,2.95,,0.0,0.0
1211,Mul/Rce Apple & Raspberry Low Fat Dessert,6170.0,g,4.0,,0.0,0.0
1210,Tesco Finest Spicy Salami & Red Chilli Pizza,405.0,g,4.75,,0.0,0.0
1209,Cathedral City Mature Lighter Cheddar Cheese,550.0,g,5.4,,0.0,0.0
1273,Tesco Soft Baking Spread,2.0,kg,3.4,,0.0,0.0
1275,Annabel Karmel Chicken Tikka & Rice Ready Meal,200.0,g,2.85,,0.0,0.0
1368,Tesco Baking Spread,500.0,g,1.45,,0.0,0.0
1347,Tesco Room To Roam British Chicken Breast Fillets,650.0,g,7.6,,0.0,0.0
1344,Tesco Caramelised Red Onion Cheddar 180G,180.0,g,2.75,,0.0,0.0
2192,Tesco Cooked & Peeled King Prawns,210.0,g,4.55,,0.0,0.0
1343,Tesco Organic Spring Onions 100G,100.0,g,1.0,,0.0,0.0
2193,Quorn Vegan Finely Sliced Ham Style Slices,120.0,g,2.6,,0.0,0.0
1341,Tesco Pomegranate Juice Drink 1 Litre,1.0,l,1.35,,0.0,0.0
1340,Ginsters Cheese & Onion Pasty 180G,180.0,g,1.95,,0.0,0.0
1339,Nestle Milkybar Mousse 4 X55g,220.0,g,1.9,,0.0,0.0
1338,Cadbury Layers Of Joy Chocolate Dessert 2 X90g,180.0,g,1.75,,0.0,0.0
1337,Welch's Light Purple Grape Juice Drink 1 Litre,1.0,l,1.6,,0.0,0.0
1336,Diet Coke 500Ml,500.0,ml,1.69,,0.0,0.0
1335,Mash Direct Green Cabbage 280G,280.0,g,2.25,,0.0,0.0
2194,Innocent Bolt From The Blue Juice,750.0,ml,3.8,,0.0,0.0
1333,Tesco 6 Pork Pie Selection 300G,300.0,g,2.5,,0.0,0.0
1332,Tesco 2 Baked Potatoes With Cheddar 450G,450.0,g,2.5,,0.0,0.0
